"sampleID","x-coordinate","y-coordinate","Year","annuprec","annutemp","annusnowcount","annuNAO","Acanthis flammea","Acrocephalus schoenobaenus","Actitis hypoleucos","Anthus pratensis","Anthus trivialis","Apus apus","Bombycilla garrulus","Buteo lagopus","Calcarius lapponicus","Calidris falcinellus","Calidris pugnax","Certhia familiaris","Charadrius hiaticula","Columba palumbus","Corvus corax","Corvus corone cornix","Cuculus canorus","Delichon urbicum","Dendrocopos major","Dryocopus martius","Emberiza citrinella","Erithacus rubecula","Falco columbarius","Ficedula hypoleuca","Fringilla coelebs","Fringilla montifringilla","Gallinago gallinago","Grus grus","Hirundo rustica","Jynx torquilla","Lagopus lagopus","Limosa lapponica","Loxia curvirostra","Loxia leucoptera","Luscinia svecica","Lymnocryptes minimus","Lyrurus tetrix","Motacilla alba","Motacilla flava","Muscicapa striata","Numenius arquata","Numenius phaeopus","Oenanthe oenanthe","Parus major","Perisoreus infaustus","Phalaropus lobatus","Phoenicurus phoenicurus","Phylloscopus collybita","Phylloscopus trochilus","Pica pica","Picoides tridactylus","Pinicola enucleator","Pluvialis apricaria","Poecile cinctus","Poecile montanus","Prunella modularis","Pyrrhula pyrrhula","Regulus regulus","Rhadina sibilatrix","Saxicola rubetra","Schoeniclus pusillus","Schoeniclus rusticus","Schoeniclus schoeniclus","Seicercus trochiloides","Spinus spinus","Surnia ulula","Tetrao urogallus","Tetrastes bonasia","Tringa erythropus","Tringa glareola","Tringa nebularia","Tringa ochropus","Troglodytes troglodytes","Turdus iliacus","Turdus philomelos","Turdus pilaris","Turdus viscivorus"
"birds_dec_2_NB_SampleID_118",309903.840008504,7596826.17000037,1997,482.818574905396,-0.941666722297669,230,-0.156666666666667,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"birds_dec_2_NB_SampleID_119",349887.760001992,7606822.22000191,1988,522.07209777832,-2.79999995231628,214,-0.0133333333333333,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0
"birds_dec_2_NB_SampleID_120",359883.750002705,7606822.24000283,1988,516.895917892456,-2.82499989867211,224,-0.0133333333333333,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"birds_dec_2_NB_SampleID_121",469839.530000582,7616818.40000424,1988,613.653820037843,-1.92500006159147,216,-0.0133333333333333,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0
"birds_dec_2_NB_SampleID_122",519819.42000511,7616818.4800017,1988,550.751363754273,-1.34166664381822,206,-0.0133333333333333,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0
"birds_dec_2_NB_SampleID_123",269919.850009265,7626814.07000094,1989,575.465013504028,-0.849999974171322,220,0.701666666666667,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"birds_dec_2_NB_SampleID_124",259923.850004166,7636810.04000074,1989,623.558311462402,-0.933333337306978,228,0.701666666666667,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"birds_dec_2_NB_SampleID_125",269919.830005744,7636810.06000003,1988,401.522577285767,-2.70833319425583,231,-0.0133333333333333,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"birds_dec_2_NB_SampleID_126",269919.830007012,7636810.06000582,1989,574.09893989563,-0.583333204189932,228,0.701666666666667,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"birds_dec_2_NB_SampleID_127",259923.830005136,7646806.03000974,1988,414.530462741852,-2.76666663090388,232,-0.0133333333333333,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
"birds_dec_2_NB_SampleID_128",259923.830009002,7646806.03000193,1989,631.405086517334,-0.691666613022481,231,0.701666666666667,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"birds_dec_2_NB_SampleID_129",259923.830000228,7646806.03000786,1996,547.726952552795,-2.28333323448897,233,-0.214166666666667,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0
"birds_dec_2_NB_SampleID_130",259923.830004327,7646806.03000283,1997,675.258016586303,-1.5666666428248,242,-0.156666666666667,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"birds_dec_2_NB_SampleID_131",249927.810002759,7666797.99000428,1996,580.044459342957,-2.25833336822688,230,-0.214166666666667,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"birds_dec_2_NB_SampleID_132",249927.810005282,7666797.99000264,1997,791.570304870605,-1.65833340088526,244,-0.156666666666667,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0
"birds_dec_2_NB_SampleID_133",489831.400003599,7676794.30000471,1989,587.411918640137,0.224999944369006,207,0.701666666666667,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0
"birds_dec_2_NB_SampleID_134",509823.340001204,7686790.31000849,1996,532.670497894287,-1.79166665673255,232,-0.214166666666667,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0
"birds_dec_2_NB_SampleID_135",499827.350000756,7696786.27000159,1996,539.95473575592,-1.97500005488595,232,-0.214166666666667,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"birds_dec_2_NB_SampleID_136",519819.310002946,7696786.30000241,1996,544.307042121887,-1.7166666885217,232,-0.214166666666667,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"birds_dec_2_NB_SampleID_137",499827.320007359,7716778.23000078,1989,445.076230049133,0.0416666467984592,205,0.701666666666667,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
"birds_dec_2_NB_SampleID_138",549807.190000109,7736770.25000488,1996,594.389218330383,-1.42499993741512,235,-0.214166666666667,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"birds_dec_2_NB_SampleID_139",549807.190003546,7736770.25000006,1997,497.410402297974,-1.54166673620541,231,-0.156666666666667,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
"birds_dec_2_NB_SampleID_140",549807.17000851,7746766.2200036,1996,611.326110839844,-1.50833346818884,235,-0.214166666666667,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"birds_dec_2_NB_SampleID_141",549807.170006544,7746766.22000408,1997,510.754100799561,-1.66666664679846,233,-0.156666666666667,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"birds_dec_2_NB_SampleID_142",579795.100005443,7746766.26000441,1988,523.69945526123,-2.24166661004225,214,-0.0133333333333333,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
